No.,都道府県,自治体,親の年代,性別,子どもの数,妊娠中,未就学(保育園、幼稚園等),小学生,中学生,高校生,大学生・大学院生,就職・その他,子ども世代,意見,備考,,,,,,,,,,,,
46,東京都,世田谷区,30〜39歳,女性,1,0,0,1,0,0,0,,小学生 ,"所得制限があること。出生率が下がっている現在も保育園に子供を預けられない状況。基本的に母親が育児をすべきという風潮。
出生率を増やしたいのか、このまま人口減で良いのか、その方針すらわからない。
子育て世代への支援が的外れであるので、当事者の意見を吸い上げて政策を決めて欲しい。",,,,,,,,,,,,,
47,神奈川県,横浜市,30〜39歳,女性,1,0,0,1,0,0,0,,小学生 ,子育て支援全般の所得制限について。子ども3人欲しくて所得を頑張ってあげた結果、全ての支援がなくなり3人目を諦めなければならなくなった。子どもを産むために年収を下げたり、離婚を考えるなんておかしいと思います。本来、逆では？,,,,,,,,,,,,,
48,東京都,世田谷区,20〜29歳,女性,0,0,0,0,0,0,0,,,所得制限。夫婦共々頑張って働いて、多額の税金を納めているのに子育て支援がない。二人目ほしいけど、高騰する学費、自分たちの老後まで考えると一人で限界。自分の能力を高めて楽して稼いでるわけではないし、子どもも産んで未来の納税者を育ててるのに罰があたってる。とてもじゃないが、働く意欲もわかないし、子どもを沢山うもうとは思わない。,所得制限の撤廃を何卒お願いします。子どもには等しくお金がかかります。頑張って働いたら支援を得られない、なんて頑張らない者勝ちでは。やるせないです。,,,,,,,,,,,,
49,東京都,千代田区,40〜49歳,女性,1,0,0,1,0,0,0,,小学生 ,"文科省なのか教育委員会なのか、政治なのか、問題の根源は分からないが、公立学校の仕事のやり方、教師の価値観がアップデートされていない。
こどもの声や想いもちゃんと聞いていないと感じる。
一般の衣料品と比べて割高な制服・体操着・上履きを、地元の指定販売店でしか購入できないのをやめてほしい。医療もコロナ禍を経てオンライン診療がほぼ解禁されることになったしオンラインでも購入できるものにしてほしい。現代の親に、仕事家事育児の他に、指定のお店に買いに行くことを強制しないで。
国として社会主義みたいになんでも公費で費用負担軽減をするではなく、適切なところに投資して、元の財源を増やすような、歳出先のバランスを根本的に政治で考えた方が良い。",,,,,,,,,,,,,
50,神奈川県,川崎市,40〜49歳,女性,1,0,0,1,0,0,0,,小学生 ,"所得制限のせいで、医療費三割負担、未来応援給付金なし、児童手当半額、高校に入るのはまだ先だが、高校無償化対象外。
子育て支援と言いながら、親の所得で差別する、一円でもオーバーしたら支援受けられない、また世帯主の年収での計算のため、世帯全体で960万オーバーしても支援受けられると言う納得のいかない制度。
国がそのような基準を設けているから、自治体も国の基準に基づきと親の所得で差別。
子供を空気扱いしているのに税金だけはしっかり持っていく、親をATM扱い。
少子化推進する政治家達はお年寄りばかり、自分のことばかりで、日本の未来のことなんか考えていない。そんな政治にうんざり。",,,,,,,,,,,,,
51,東京都,練馬区,40〜49歳,男性,3,0,0,1,0,2,0,,小学生 高校生 ,所得制限が不公平すきる。仕事を頑張って子供3人育てるために借金してるのに。働かない人が手当や高校無償化など優遇されるのはおかしい。,,,,,,,,,,,,,
52,東京都,西東京市,40〜49歳,女性,1,0,0,0,1,0,0,,中学生 ,子育てに親の収入によって所得制限があること。不公平すぎる。,,,,,,,,,,,,,
53,東京都,中央区,30〜39歳,男性,0,0,0,0,0,0,0,,,"【所得制限廃止希望】
子育て支援に関する補助や制度において、親の所得で制限を設け、子供を差別することをやめてください。本当の資産家層は自身の所得を自由に調整して補助を総取りできる一方、高々年収1000万程度の会社員の中流層を資産実態も考慮しないまま一概に高所得者と位置づけ、あらゆる支援をひき剥がす方針には賛同できません。社会全体で少子化対策が必要であるにも関わらず、子育ての予算は増えず、その中で中流層の子育て家庭がしわよせを受け損を被る日本社会や政治には一切期待が持てず、信頼もできません。",,,,,,,,,,,,,
54,福岡県,福岡市,30〜39歳,女性,1,1,0,0,0,0,0,,妊娠中 ,子育て支援といいながら、所得制限をつけていること。年少控除を撤廃したこと(児童手当がもらえない両親共働き中間層は、実質独身者よりも苦しい現状になっている。これは子育て罰のようなもの)不妊治療しかり、授かりにくい現状がある中で、所得に関係なく子供を産み育てることが重要なのでは？　年金医療費には予算を割くのに、少子化対策には予算を割かない。子供が増え無い限り、年金医療費問題は解決しないのに、解決策にすら放棄しているように見える。,,,,,,,,,,,,,
55,東京都,杉並区,20〜29歳,女性,0,0,0,0,0,0,0,,,"2年後あたりに子どもを産みたいと考えている既婚女です。
保活をしないと保育園に入れないこと。
仕事をしながら働くためには女性の生活を犠牲にする前提になっていること。
子どもの教育費が高すぎるのに、補助が少なすぎること。
保育園の月額負担が大きすぎること。時短でお給料減ってるのに。

子どもの教育費を賄うため、子どもがいない今も教育費のためだけに月14万円貯金しています。そこまでしないと子どもは産めないのか？でも産むからにはと覚悟し、今の生活を少し犠牲にして貯金しています。お金の心配から、子どもを育てたいという気持ちが薄くなりつつあります。",,,,,,,,,,,,,
